SeqCluster,ClusterNumber,Domain_IDs,Pfam_result
CK_00045270,CK_Pro_MIT0601_01246,PF04339,PF13480
CK_00045275,CK_Syn_MITS9220_00181,PF00657,PF13472
CK_00045293,CK_Syn_BMK-MC-1_01025,PF03625  PF03625,PF03625
CK_00045317,CK_Syn_BIOS-E4-1_00841, , 
CK_00045324,CK_Syn_SYN20_00813, ,PF08707
CK_00045329,CK_Syn_SYN20_01652, , 
CK_00045337,CK_Syn_SYN20_01649, , 
CK_00045339,CK_Syn_SYN20_01650, , 
CK_00045359,CK_Syn_SYN20_01609,PF04233  PF06414  PF02037  PF02037  PF03496,PF04233|PF06414|PF07498
CK_00045407,CK_Cya_PCC7001_02459,PF13476  PF13304  PF14491,PF13304
CK_00045427,CK_Cya_PCC7001_00028, , 
CK_00045441,CK_Syn_ROS8604_01090,PF13365  PF02907,PF13365
CK_00045446,CK_Syn_SYN20_01657,PF10145,PF10145
CK_00045448,CK_Syn_SYN20_01661, , 
CK_00045450,CK_Syn_SYN20_01660, , 
CK_00045471,CK_Syn_KORDI-52_15530, , 
CK_00045477,CK_Pro_MIT9401_00143, , 
CK_00045493,CK_Syn_ROS8604_00465, , 
CK_00045516,CK_Cya_WH5701_14641,PF01594,PF01594
CK_00045523,CK_Pro_MIT0602_01898,PF13432  PF14559  PF13371,PF00515|PF07719
CK_00045561,CK_Syn_WH7805_05946, , 
CK_00045566,CK_Syn_MVIR-18-1_00209,PF00551  PF02911,PF00551|PF02911
CK_00045567,CK_Pro_MIT0702_01062,PF17803  PF05345  PF17892  PF05345  PF17963  PF17963  PF05345  PF05345  PF05345,PF05345
CK_00045584,CK_Pro_MIT9322_01950,PF13589  PF17942,PF13589
CK_00045594,CK_Syn_MITS9220_00175,PF13231  PF04932,PF04932
CK_00045596,CK_Pro_MIT9312_01351,PF00106  PF13561,PF13561
CK_00045601,CK_Syn_ROS8604_02911, , 
CK_00045604,CK_Pro_MIT9302_01370,PF07963  PF00092,PF07963|PF13768
CK_00045612,CK_Syn_WH7805_13223, , 
CK_00045613,CK_Syn_WH7805_13208,PF08548  PF00353  PF05345,PF00353|PF12951
CK_00045614,CK_Syn_WH7805_13188,PF09458  PF09458  PF09458,PF13403
CK_00045624,CK_Syn_WH7805_13093,PF13578,PF13578
CK_00045626,CK_Syn_KORDI-52_11400,PF01734,PF01734
CK_00045644,CK_Syn_A18-46.1_00184,PF13641  PF02709,PF00535
CK_00045651,CK_Syn_WH7805_11828,PF05830, 
CK_00045666,CK_Syn_ROS8604_02218,PF00533,PF00533
CK_00045668,CK_Syn_NOUM97013_00207,PF09913,PF13231
CK_00045692,CK_Syn_ROS8604_01093,PF00270  PF00271  PF09369,PF00270|PF00271
CK_00045702,CK_Syn_ROS8604_01080, ,PF13181|PF13414
CK_00045717,CK_Syn_NOUM97013_01977,PF08450,PF08450
CK_00045720,CK_Pro_MIT9211_14591, , 
CK_00045752,CK_Syn_PROS-7-1_01510,PF09836,PF09836
CK_00045773,CK_Syn_WH7805_10653,PF01435  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF01839  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13750  PF17936  PF13517  PF13517  PF13517  PF13517  PF13750  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF08548, 
CK_00045788,CK_Syn_WH8101_02147,PF04966,PF04966
CK_00045796,CK_Syn_MEDNS5_01548,PF00239  PF07508  PF13408,PF00239
CK_00045797,CK_Cya_NS01_02719,PF02606,PF02606
CK_00045802,CK_Syn_BMK-MC-1_02892,PF11744,PF13515
CK_00045803,CK_Cya_PCC7001_02135,PF03781,PF03781
CK_00045826,CK_Syn_WH7805_08947,PF13448,PF13448
CK_00045844,CK_Syn_WH7805_08431,PF13469,PF13469
CK_00045850,CK_Syn_WH7805_08701,PF13704,PF13704
CK_00045851,CK_Syn_WH7805_08696,PF13579  PF00534  PF13524,PF13477
CK_00045853,CK_Syn_WH7805_08446, , 
CK_00045860,CK_Syn_MVIR-18-1_02873, , 
CK_00045881,CK_Syn_RS9917_00482,PF00690  PF00122  PF00122  PF00702  PF08282  PF00689,PF00122|PF00689|PF00690|PF00702
CK_00045887,CK_Syn_WH7805_08201,PF13469, 
CK_00045889,CK_Syn_WH7805_08326, , 
CK_00045896,CK_Pro_SB_01315,PF13360  PF03160  PF03382  PF08548  PF00353  PF00353  PF00353  PF00353  PF08548  PF00353  PF08548  PF00353  PF00353  PF00353  PF08548  PF00353  PF00353  PF08548  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF08548,PF00353
CK_00045927,CK_Syn_WH7805_07231, , 
CK_00045928,CK_Syn_WH7805_07226,PF13469, 
CK_00045929,CK_Syn_WH7805_06461, , 
CK_00045933,CK_Syn_WH7805_07236,PF04230,PF04230
CK_00045940,CK_Syn_MINOS11_00189, ,PF14296
CK_00045941,CK_Syn_BIOS-E4-1_03079,PF13416,PF13416
CK_00045946,CK_Cya_PCC7001_01225,PF10101, 
CK_00045948,CK_Syn_PROS-9-1_00183, , 
CK_00045956,CK_Syn_PROS-9-1_00181, , 
CK_00045979,CK_Pro_SS51_01044,PF13328  PF04607  PF02824  PF13291,PF02824|PF04607|PF13291|PF13328|PF19296
CK_00045980,CK_Syn_PROS-9-1_00178,PF08643,PF00106
CK_00045996,CK_Syn_SYN20_00936,PF13495  PF00589,PF00589
CK_00046007,CK_Syn_PROS-U-1_02612, , 
CK_00046010,CK_Syn_MINOS11_00199,PF05711  PF05711,PF13578
CK_00046012,CK_Pro_MIT0703_01169,PF04228,PF04228
CK_00046014,CK_Cya_WH5701_05185,PF02366, 
CK_00046020,CK_Syn_PROS-9-1_00197, , 
CK_00046043,CK_Syn_WH8102_00443,PF01408  PF02894  PF02894,PF01408|PF22725
CK_00046058,CK_Syn_PROS-9-1_00193, , 
CK_00046066,CK_Syn_PROS-9-1_00185,PF08241  PF03269,PF03269
CK_00046087,CK_Syn_MITS9220_00709, , 
CK_00046095,CK_Syn_PROS-9-1_00207,PF04230,PF04230
CK_00046097,CK_Pro_MIT9116_01440,PF01939  PF14088,PF14088
CK_00046098,CK_Pro_MIT9311_01088,PF00676,PF00676
CK_00046101,CK_Syn_KORDI-52_08390, , 
CK_00046102,CK_Syn_PROS-9-1_00209,PF00982,PF00534|PF13439
CK_00046104,CK_Syn_KORDI-52_10950,PF00990,PF00990
CK_00046110,CK_Syn_KORDI-52_11360,PF00355  PF00355  PF11723,PF00355|PF19112
CK_00046122,CK_Syn_RS9902_02863,PF01653  PF03120  PF03119  PF14520  PF12826  PF00533,PF00533|PF01653|PF03119|PF03120|PF12826|PF14520|PF22745
CK_00046127,CK_Syn_PROS-9-1_00199, ,PF07388
CK_00046138,CK_Pro_MIT0703_02353,PF13583  PF13946  PF08548  PF00353  PF00353,PF00353
CK_00046146,CK_Pro_MIT9123_00573,PF00145,PF00145
CK_00046156,CK_Syn_A15-127_00762,PF00932, 
CK_00046157,CK_Syn_CC9616_00903,PF00353  PF08548  PF00353  PF08548  PF00353  PF05345  PF08548  PF00353  PF00353,PF00353
CK_00046168,CK_Pro_MIT9215_16941,PF05265  PF05265  PF05265, 
CK_00046169,CK_Syn_KORDI-52_16440, , 
CK_00046198,CK_Syn_WH7803_00230, , 
CK_00046209,CK_Syn_KORDI-52_19000,PF08245,PF08245
CK_00046215,CK_Pro_MIT0602_00061,PF00294,PF00294
CK_00046219,CK_Syn_KORDI-52_18960,PF07944, 
CK_00046227,CK_Syn_MITS9220_00746,PF01943, 
CK_00046230,CK_Syn_MITS9220_00745, , 
CK_00046236,CK_Syn_MITS9220_00749, , 
CK_00046243,CK_Pro_MIT0703_01342,PF12869,PF12869
CK_00046249,CK_Pro_MIT0702_01412,PF02746  PF13378,PF13378
CK_00046262,CK_Syn_KORDI-52_18840,PF00563,PF00563
CK_00046263,CK_Syn_A15-28_02103,PF13604  PF13086  PF13087  PF13091  PF01396,PF13086|PF13087|PF13091
CK_00046291,CK_Syn_KORDI-52_21890, , 
CK_00046293,CK_Pro_MIT0603_01495, , 
CK_00046318,CK_Syn_WH8109_00959,PF01545,PF01545
CK_00046349,CK_Syn_KORDI-52_20890, , 
CK_00046351,CK_Syn_M16.1_00873, , 
CK_00046353,CK_Syn_MVIR-18-1_00214,PF13844,PF00534
CK_00046357,CK_Cya_WH5701_03279,PF13844  PF00534  PF13524,PF00534
CK_00046363,CK_Pro_MIT0703_02369,PF03567,PF03567
CK_00046367,CK_Pro_MIT9312_01145, , 
CK_00046368,CK_Cya_CB0101_10660,PF06048,PF08273|PF19898
CK_00046383,CK_Syn_SYN20_01569, , 
CK_00046391,CK_Syn_RS9902_01202,PF02706  PF13807  PF06564  PF06564,PF10609
CK_00046425,CK_Syn_KORDI-52_25660,PF10067, 
CK_00046445,CK_Syn_NOUM97013_00122,PF01757,PF01757
CK_00046459,CK_Syn_WH8101_01413,PF01007,PF07885|PF17655
CK_00046462,CK_Syn_WH7805_08381,PF09037  PF09037,PF09037
CK_00046471,CK_Syn_SYN20_00818,PF13148,PF13148
CK_00046477,CK_Pro_LG_00305, , 
CK_00046514,CK_Syn_RS9909_00217,PF05598  PF01609  PF13751,PF01609|PF05598
CK_00046516,CK_Cya_PCC7001_00331,PF14938  PF13424  PF13432,PF13432
CK_00046519,CK_Syn_NOUM97013_00106,PF04311, 
CK_00046561,CK_Syn_CC9616_02490,PF13692  PF13524  PF05045,PF05045|PF13692
CK_00046568,CK_Syn_PROS-7-1_02718, , 
CK_00046579,CK_Cya_WH5701_11004,PF01551  PF06605  PF01551,PF01551
CK_00046591,CK_Syn_RS9909_01169,PF13191  PF12802, 
CK_00046605,CK_Pro_MIT0801_01639,PF13946  PF13946,PF13946
CK_00046621,CK_Cya_WH5701_10839,PF01266  PF01266,PF01266
CK_00046632,CK_Cya_PCC7001_50111,PF14329, 
CK_00046652,CK_Syn_A15-62_02245,PF03881,PF01636
CK_00046684,CK_Pro_MIT0604_01880, , 
CK_00046691,CK_Cya_WH5701_11859,PF03600  PF02040,PF03600
CK_00046706,CK_Syn_RS9902_01124, , 
CK_00046707,CK_Syn_M16.1_02095,PF13641,PF00535
CK_00046716,CK_Cya_WH5701_11559, , 
CK_00046719,CK_Cya_WH5701_11484, , 
CK_00046754,CK_Cya_WH5701_12748,PF04230,PF04230
CK_00046758,CK_Cya_WH5701_12418,PF13432  PF00535  PF02709,PF00535
CK_00046776,CK_Syn_BIOS-E4-1_01084,PF10263,PF10263
CK_00046796,CK_Pro_MIT9311_01113, , 
CK_00046803,CK_Syn_A15-44_01336,PF13250  PF10544,PF13250|PF13455
CK_00046827,CK_Syn_CC9616_02215, , 
CK_00046830,CK_Syn_CC9616_02214,PF08548  PF08548  PF00353,PF00353
CK_00046839,CK_Cya_WH5701_14076,PF01510,PF01510
CK_00046866,CK_Cya_WH5701_14016,PF00535  PF02709,PF00535
CK_00046910,CK_Cya_WH5701_15626,PF09865,PF09865
CK_00046912,CK_Cya_WH5701_15786,PF00999,PF00999|PF02080|PF02254
CK_00046914,CK_Cya_WH5701_15781,PF02254  PF02080,PF02080|PF02254
CK_00046923,CK_Syn_WH8109_01649,PF01545  PF16916,PF01545|PF16916
CK_00046938,CK_Pro_PAC1_00693,PF01149  PF06831  PF06827,PF01149|PF06831
CK_00046965,CK_Syn_WH8103_50039,PF00535  PF10111,PF00535
CK_00047000,CK_Syn_MEDNS5_01555, ,PF20155
CK_00047010,CK_Cya_PCC7001_01027,PF00239  PF07508,PF00239|PF07508
CK_00047020,CK_Pro_MIT9201_00080,PF00059,PF00059|PF07963
CK_00047039,CK_Syn_MEDNS5_01565, , 
CK_00047041,CK_Syn_ROS8604_00427,PF01457, 
CK_00047057,CK_Syn_CC9616_01872,PF04831  PF00027  PF02517,PF00027|PF02517
CK_00047091,CK_Syn_A15-28_02561,PF12680  PF07366, 
CK_00047092,CK_Syn_RS9907_00671, , 
CK_00047114,CK_Syn_CC9616_00156, , 
CK_00047121,CK_Pro_UH18301_01519,PF14559  PF13429  PF13424  PF13844, 
CK_00047129,CK_Syn_PROS-U-1_02318, , 
CK_00047140,CK_Syn_RS9909_00202,PF13469,PF13469
CK_00047147,CK_Syn_A15-127_00875, , 
CK_00047175,CK_Syn_KORDI-52_07250,PF00589,PF00589
CK_00047183,CK_Syn_A15-28_01248, , 
CK_00047192,CK_Syn_A18-46.1_01298,PF12965  PF08706  PF01057,PF08706|PF19263
CK_00047193,CK_Pro_MIT9107_01608,PF13365  PF03704  PF14559,PF13365
CK_00047195,CK_Syn_MVIR-18-1_01517,PF13292  PF02779  PF02779  PF02780,PF02779|PF02780|PF13292
CK_00047213,CK_Syn_ROS8604_00220, , 
CK_00047214,CK_Syn_WH8102_02409,PF13946  PF08548  PF00353  PF00353,PF00353
CK_00047217,CK_Pro_MIT9515_13301, , 
CK_00047220,CK_Pro_MIT0604_01470,PF03291,PF05724
CK_00047228,CK_Pro_MED4_01255,PF02366, 
CK_00047272,CK_Syn_A15-44_00902, , 
CK_00047280,CK_Pro_MIT9301_14431,PF07021,PF13489
CK_00047297,CK_Syn_KORDI-100_13260,PF07483  PF07483  PF00028  PF17936  PF07483  PF07602  PF13229  PF13229  PF16380  PF03781  PF05345,PF03781|PF05345
CK_00047302,CK_Pro_MIT9401_00140,PF00294  PF01467  PF01467,PF00294|PF01467
CK_00047307,CK_Syn_A15-44_02491,PF01637  PF01978  PF03008,PF03008
CK_00047311,CK_Syn_RS9917_00717,PF12146  PF08386,PF00561
CK_00047330,CK_Pro_MIT9301_07091, , 
CK_00047371,CK_Pro_MIT0604_01702, , 
CK_00047374,CK_Syn_PROS-7-1_00126,PF08548  PF00353  PF00353,PF00353
CK_00047401,CK_Cya_NS01_00137,PF00999,PF00999
CK_00047416,CK_Syn_WH7803_00018,PF03160  PF07483  PF07483  PF07483, 
CK_00047429,CK_Pro_MIT9314_01869,PF01531,PF01531
CK_00047437,CK_Syn_WH7803_01144,PF07705,PF07705
CK_00047438,CK_Cya_WH5701_14271,PF01370  PF16363,PF01370
CK_00047446,CK_Syn_WH8102_02295, , 
CK_00047454,CK_Syn_KORDI-49_14730, , 
CK_00047462,CK_Syn_ROS8604_01102, , 
CK_00047482,CK_Syn_ROS8604_02913,PF07859,PF20434
CK_00047495,CK_Syn_WH7805_13853,PF13449  PF13449  PF05787,PF13449
CK_00047510,CK_Cya_NS01_00656,PF04577,PF04577
CK_00047574,CK_Pro_MIT9211_15311, ,PF00589
CK_00047611,CK_Pro_MIT9321_00927,PF14390, 
CK_00047622,CK_Cya_PCC6307_02589,PF04187  PF02163  PF13180,PF04187|PF13180
CK_00047626,CK_Pro_MIT9116_00980,PF00535,PF00535
CK_00047640,CK_Cya_PCC7001_02683,PF06745,PF13481
CK_00047649,CK_Syn_BMK-MC-1_02399,PF00176  PF00271  PF14619,PF00270|PF00271
CK_00047650,CK_Pro_MIT9322_01104, , 
CK_00047655,CK_Syn_A15-44_00655,PF13011  PF13565  PF00665,PF13011|PF13683
CK_00047662,CK_Syn_PROS-9-1_02406, , 
CK_00047666,CK_Syn_RS9917_04670,PF04321,PF04321
CK_00047669,CK_Syn_ROS8604_02919,PF13469,PF13469
CK_00047673,CK_Syn_MINOS11_00186,PF04506, 
CK_00047677,CK_Syn_KORDI-49_08640, , 
CK_00047685,CK_Syn_KORDI-49_00800,PF00529  PF16576,PF13437|PF13533
CK_00047692,CK_Syn_WH8016_01120, , 
CK_00047711,CK_Syn_ROS8604_01944,PF12680  PF00743,PF13738
CK_00047791,CK_Cya_WH5701_16143,PF13692  PF13524, 
CK_00047800,CK_Cya_WH5701_16148, , 
CK_00047802,CK_Cya_WH5701_16147,PF00534,PF00534
CK_00047827,CK_Syn_RS9916_37772,PF00589,PF00589
CK_00047857,CK_Cya_WH5701_16136,PF13588,PF13588
CK_00047859,CK_Cya_WH5701_16130,PF01757,PF01757
CK_00047861,CK_Cya_WH5701_16141,PF00852,PF00852
CK_00047863,CK_Cya_WH5701_16140, , 
CK_00047869,CK_Cya_WH5701_16128,PF02086  PF01555,PF01555
CK_00047899,CK_Syn_WH7803_00916,PF00860,PF00860
CK_00047922,CK_Syn_WH7803_00910,PF13432  PF13414, 
CK_00047928,CK_Syn_BIOS-U3-1_00898, ,PF00353
CK_00047936,CK_Syn_CC9616_01585, , 
CK_00047938,CK_Syn_CC9616_01588, , 
CK_00047946,CK_Syn_WH7803_00788, , 
CK_00047965,CK_Syn_WH7803_00559,PF08007,PF08007
CK_00047973,CK_Syn_WH7803_00787,PF07690,PF07690
CK_00047975,CK_Pro_MIT0702_00044,PF13432  PF05185,PF06325|PF13181
CK_00048015,CK_Syn_WH7803_00096,PF08795,PF08795
CK_00048017,CK_Syn_WH7803_00066,PF09836,PF09836
CK_00048032,CK_Syn_A18-46.1_01950, , 
CK_00048038,CK_Pro_MIT0801_01324, ,PF00059|PF07963
CK_00048094,CK_Syn_RS9916_38682, , 
CK_00048101,CK_Syn_MINOS11_00714,PF03567  PF13432  PF13432  PF13432  PF13424  PF13844, 
CK_00048116,CK_Syn_KORDI-52_11530,PF00528,PF00528
CK_00048133,CK_Syn_MEDNS5_00723,PF05693, 
CK_00048136,CK_Syn_MEDNS5_00736,PF02321  PF02321,PF02321
CK_00048138,CK_Syn_KORDI-52_26730, , 
CK_00048139,CK_Syn_MEDNS5_00724,PF02585, 
CK_00048140,CK_Syn_MEDNS5_00732, ,PF05721
CK_00048141,CK_Cya_PCC7001_01601,PF17784,PF17784
CK_00048145,CK_Pro_PAC1_01653,PF01593,PF01593
CK_00048151,CK_Syn_PROS-7-1_01663,PF03976,PF03976
CK_00048153,CK_Syn_KORDI-52_23780,PF16576  PF00529  PF16576,PF16576
CK_00048198,CK_Syn_WH8016_02050,PF14023, 
CK_00048203,CK_Syn_RS9915_00493,PF02563  PF10531  PF10531  PF06251,PF02563|PF10531
CK_00048207,CK_Syn_WH7803_01025, , 
CK_00048211,CK_Syn_WH7803_01024,PF12727, 
CK_00048235,CK_Cya_PCC6307_01385, , 
CK_00048253,CK_Syn_MEDNS5_02170,PF13575, 
CK_00048255,CK_Syn_MEDNS5_02173,PF02624,PF02624
CK_00048256,CK_Syn_MEDNS5_02174,PF01565, 
CK_00048294,CK_Syn_SYN20_00711, , 
CK_00048295,CK_Syn_CC9616_01366,PF08548,PF00353
CK_00048321,CK_Syn_MEDNS5_02184,PF13621,PF13621
CK_00048335,CK_Syn_MEDNS5_02177, , 
CK_00048336,CK_Syn_MEDNS5_02176, ,PF17784
CK_00048337,CK_Syn_MEDNS5_02175, , 
CK_00048344,CK_Syn_RS9907_01975,PF14338  PF14338  PF04471,PF04471|PF14338
CK_00048345,CK_Pro_MIT9314_01860, , 
CK_00048347,CK_Syn_MVIR-18-1_02969, ,PF13416
CK_00048350,CK_Syn_PROS-U-1_01121, , 
CK_00048364,CK_Syn_BIOS-E4-1_01449,PF01738,PF01738
CK_00048375,CK_Cya_PCC6307_50043,PF13276  PF00665  PF13683  PF13333,PF00665|PF01527|PF13276
CK_00048376,CK_Syn_BOUM118_00188,PF02348  PF02348,PF02348
CK_00048377,CK_Syn_BIOS-E4-1_01423,PF01402  PF00226, 
CK_00048387,CK_Syn_KORDI-100_25610,PF16793, 
CK_00048391,CK_Pro_MIT9303_01021,PF04055  PF13186,PF04055|PF13186
CK_00048392,CK_Syn_A15-62_00228,PF09976  PF13512, 
CK_00048403,CK_Pro_MIT9321_01842,PF00535  PF10111,PF00535
CK_00048418,CK_Pro_MIT0703_00069, , 
CK_00048427,CK_Syn_A15-24_02123,PF07732  PF00394  PF07731  PF16640  PF01839,PF01839|PF07732
CK_00048430,CK_Syn_BIOS-E4-1_00314, , 
CK_00048448,CK_Pro_HNLC2_01254,PF00490,PF00490
CK_00048451,CK_Pro_SS120_14861,PF15140,PF13413
CK_00048470,CK_Syn_WH7803_01305,PF07690,PF07690
CK_00048474,CK_Syn_A15-44_03039,PF14236,PF14236
CK_00048476,CK_Syn_RS9907_00816,PF04313  PF18766  PF18766  PF00271  PF11867,PF04313|PF11867|PF18766|PF22679
CK_00048480,CK_Pro_MIT9312_01350,PF13561,PF13561
CK_00048511,CK_Pro_LG_00608, ,PF00149
CK_00048513,CK_Pro_SB_01729,PF09721,PF09721
CK_00048517,CK_Pro_MIT0701_00867,PF04909,PF04909
CK_00048531,CK_Syn_ROS8604_00236,PF13469, 
CK_00048547,CK_Syn_MEDNS5_00204, , 
CK_00048551,CK_Syn_WH8101_02148,PF00449  PF07969  PF01979,PF01979
CK_00048552,CK_Pro_MIT9116_00251,PF02310  PF04055  PF13282,PF02310|PF04055
CK_00048554,CK_Cya_NS01_02896,PF18741, 
CK_00048563,CK_Syn_WH7805_08496,PF00982,PF00534
CK_00048566,CK_Pro_MIT9116_00216,PF04724,PF04724
CK_00048572,CK_Syn_MEDNS5_01804, , 
CK_00048579,CK_Syn_MEDNS5_01806, , 
CK_00048588,CK_Cya_NS01_02036,PF00924  PF04831  PF00027,PF00027|PF00924|PF21082
CK_00048598,CK_Syn_RS9907_00832,PF18406,PF18406
CK_00048606,CK_Pro_MIT0603_01520,PF00676,PF00676
CK_00048609,CK_Syn_BIOS-U3-1_01402, , 
CK_00048615,CK_Syn_A15-60_02415, , 
CK_00048634,CK_Syn_KORDI-52_17640,PF12869,PF12869
CK_00048679,CK_Cya_PCC6307_01948,PF07082,PF07082
CK_00048680,CK_Syn_KORDI-100_01330, , 
CK_00048689,CK_Syn_CC9616_01871,PF04672,PF04072
CK_00048691,CK_Syn_CC9616_01869,PF13444  PF13673  PF04831  PF00027,PF00027|PF21926
CK_00048707,CK_Cya_PCC6307_02054,PF13495  PF13495  PF00589,PF00589|PF13495
CK_00048709,CK_Pro_MIT9215_04241,PF14606, 
CK_00048735,CK_Cya_PCC6307_00831,PF13380  PF13607  PF00549  PF00549  PF13549  PF13302,PF13302|PF13380|PF13549|PF13607|PF19045
CK_00048739,CK_Syn_RCC307_01498,PF00795,PF00795
CK_00048741,CK_Cya_PCC7001_01888, ,PF13306
CK_00048755,CK_Pro_LG_00037,PF01420  PF01420  PF01420,PF01420
CK_00048757,CK_Pro_MIT9303_01061,PF04055  PF13186,PF04055|PF13186
CK_00048768,CK_Syn_BIOS-E4-1_01343,PF00294,PF00294
CK_00048796,CK_Syn_BIOS-E4-1_01344,PF06379,PF07168|PF07857
CK_00048809,CK_Cya_NS01_00711, , 
CK_00048813,CK_Syn_BMK-MC-1_00248,PF00685  PF00005,PF00005
CK_00048815,CK_Pro_NATL2A_00740,PF08548  PF13946,PF13946
CK_00048823,CK_Pro_MIT0703_00784,PF01494  PF04820,PF04820
CK_00048903,CK_Pro_UH18301_00034,PF16548, 
CK_00048918,CK_Cya_NS01_02098,PF00483  PF12804,PF00483
CK_00048922,CK_Syn_WH8103_00200, , 
CK_00048924,CK_Syn_RS9917_50013,PF01617, 
CK_00048936,CK_Cya_WH5701_01715, , 
CK_00048938,CK_Syn_RS9915_00500,PF05050, 
CK_00048939,CK_Syn_RS9915_00501, , 
CK_00048940,CK_Syn_RS9915_00497, , 
CK_00048942,CK_Syn_RS9915_00505,PF07922, 
CK_00048945,CK_Syn_RS9915_00503,PF05159,PF05159
CK_00048947,CK_Syn_RS9915_00504, , 
CK_00048974,CK_Syn_KORDI-52_11450,PF14488  PF17134,PF14488
CK_00048987,CK_Syn_M16.1_00872, , 
CK_00049028,CK_Syn_A18-25c_01574,PF08548, 
CK_00049048,CK_Cya_WH5701_03329,PF00999,PF00999
CK_00049063,CK_Pro_MIT0602_02023, , 
CK_00049107,CK_Cya_WH5701_03174,PF09594, 
CK_00049124,CK_Syn_CC9902_00639,PF14559  PF09295  PF09976, 
CK_00049131,CK_Pro_SS35_00086, ,PF01633
CK_00049148,CK_Syn_RS9916_26099, , 
CK_00049179,CK_Syn_CC9616_00099,PF08242  PF05148, 
CK_00049189,CK_Syn_RS9916_25849, , 
CK_00049205,CK_Syn_MINOS11_00187,PF18025  PF00852  PF00852,PF00852
CK_00049228,CK_Syn_MINOS11_00214, , 
CK_00049230,CK_Syn_MINOS11_00215,PF00982,PF00534
CK_00049233,CK_Syn_MINOS11_00212,PF13579  PF00982,PF00534
CK_00049235,CK_Syn_M16.1_02100, , 
CK_00049237,CK_Syn_M16.1_02101, , 
CK_00049246,CK_Syn_A15-60_02781,PF01594,PF01594
CK_00049271,CK_Syn_BIOS-U3-1_02186,PF02567,PF02567
CK_00049276,CK_Cya_PCC6307_03035,PF12146  PF08386,PF00561
CK_00049306,CK_Pro_MIT9311_01170,PF04464, 
CK_00049309,CK_Syn_WH7805_03567,PF08548  PF00353  PF08548,PF00353
CK_00049310,CK_Pro_MIT0604_00163,PF14659  PF00589,PF00589|PF13356
CK_00049316,CK_Cya_WH5701_06311, ,PF21810
CK_00049318,CK_Cya_WH5701_06301,PF08800  PF04851  PF16203,PF04851|PF22548
CK_00049327,CK_Pro_MIT9515_13901,PF02475  PF05050,PF05050
CK_00049329,CK_Pro_MIT9515_13931,PF13440  PF14667, 
CK_00049336,CK_Pro_MIT9515_13971, , 
CK_00049339,CK_Pro_MIT9515_13981, , 
CK_00049341,CK_Pro_MIT9515_14141, , 
CK_00049343,CK_Cya_WH5701_07061,PF07693  PF07693, 
CK_00049348,CK_Cya_WH5701_07086, ,PF01555
CK_00049357,CK_Pro_NATL1A_08631,PF16889  PF07940,PF07940|PF16889
CK_00049378,CK_Pro_MIT0602_00811,PF13472, 
CK_00049415,CK_Syn_WH8102_00089,PF13469,PF13469
CK_00049421,CK_Cya_PCC7001_01464,PF00529  PF16576  PF16576,PF13437|PF13533
CK_00049422,CK_Cya_CB0101_09199,PF17886,PF17886
CK_00049423,CK_Pro_NATL1A_08661, , 
CK_00049428,CK_Pro_NATL1A_08681,PF04506,PF13440
CK_00049429,CK_Syn_KORDI-52_11120,PF00465,PF00465
CK_00049432,CK_Cya_NS01_00565,PF05598  PF05598  PF01609,PF01609|PF05598
CK_00049436,CK_Pro_NATL1A_08691,PF04464, 
CK_00049438,CK_Pro_NATL1A_08701,PF04230,PF04230
CK_00049474,CK_Cya_WH5701_04180,PF04257,PF00580|PF13361
CK_00049497,CK_Pro_NATL1A_00381,PF09562,PF09562
CK_00049500,CK_Pro_NATL1A_00361, , 
CK_00049501,CK_Pro_MIT9311_00952,PF11104, 
CK_00049505,CK_Pro_MIT9515_17061, ,PF20102
CK_00049506,CK_Syn_RS9902_00660,PF04230,PF04230
CK_00049512,CK_Pro_NATL1A_00651,PF08548  PF13946,PF13946
CK_00049514,CK_Cya_WH5701_04130,PF13657  PF07804,PF07804|PF13657
CK_00049524,CK_Cya_WH5701_04075,PF00529  PF16576,PF16576
CK_00049528,CK_Cya_PCC6307_01906,PF00690  PF00122  PF00122  PF00702  PF08282  PF00689,PF00122|PF00689|PF00690|PF00702
CK_00049552,CK_Pro_MIT9116_01628, , 
CK_00049553,CK_Syn_MEDNS5_02554,PF01795,PF01795
CK_00049558,CK_Syn_PROS-7-1_02748,PF13621,PF13621
CK_00049590,CK_Cya_WH5701_05165,PF00654,PF00654
CK_00049591,CK_Syn_RS9915_00502,PF13469, 
CK_00049658,CK_Cya_WH5701_04440,PF05524  PF00391  PF02896,PF00391|PF02896|PF05524
CK_00049663,CK_Syn_RS9902_02815, ,PF12951
CK_00049666,CK_Pro_MIT9322_01096, , 
CK_00049685,CK_Syn_A15-60_01394,PF02321  PF02321,PF02321
CK_00049693,CK_Pro_NATL2A_00824,PF04230,PF04230
CK_00049701,CK_Pro_NATL2A_01234,PF04321, 
CK_00049702,CK_Pro_NATL2A_01226, , 
CK_00049716,CK_Syn_BOUM118_00429,PF13424  PF13432  PF01075, 
