SeqCluster,Domain_IDs,ClusterNumber,Pfam_result
CK_00044665,PF01531,CK_Pro_MIT9123_00905,PF01531
CK_00044675,PF00999,CK_Syn_RS9909_02539,PF00999
CK_00044700,PF09364  PF03894  PF09363  PF09363  PF09363,CK_Cya_CB0205_02627,PF03894|PF09363|PF09364
CK_00044701,PF00501  PF00550  PF00975  PF00535  PF02709  PF13704,CK_Cya_PCC7001_02003,PF00501
CK_00044722,PF03781,CK_Syn_BMK-MC-1_02025,PF03781
CK_00044724,PF01075,CK_Pro_MIT9322_01116,PF01075
CK_00044726,PF12146,CK_Cya_PCC6307_02641,PF12146
CK_00044727, ,CK_Syn_BL107_05949, 
CK_00044733, ,CK_Syn_PROS-9-1_02362, 
CK_00044765,PF13383,CK_Pro_MIT9401_00121,PF05050
CK_00044779,PF13448,CK_Syn_BIOS-U3-1_00675, 
CK_00044796,PF14023,CK_Syn_WH7805_00595, 
CK_00044797,PF12849,CK_Syn_WH7805_00590,PF12849
CK_00044817,PF01844  PF01230  PF01878  PF13391,CK_Cya_WH5701_04220,PF13391
CK_00044818,PF01494  PF07976,CK_Cya_PCC7001_01748,PF01494
CK_00044841,PF06739  PF06739  PF17170  PF17963,CK_Syn_PROS-9-1_02407,PF00353
CK_00044844, ,CK_Syn_PROS-9-1_02412, 
CK_00044846,PF00535  PF13506,CK_Syn_PROS-9-1_00245,PF00535
CK_00044847,PF13688  PF05572,CK_Syn_A15-127_02186, 
CK_00044853,PF08643,CK_Cya_CB0101_06803,PF00106
CK_00044854,PF01757,CK_Syn_RS9915_00516,PF01757
CK_00044856,PF16258,CK_Syn_A15-44_02530,PF16258
CK_00044882,PF13599  PF13576  PF00805  PF13424,CK_Syn_BIOS-U3-1_03266,PF00805
CK_00044898, ,CK_Syn_PROS-9-1_02383, 
CK_00044902,PF08548  PF00353,CK_Syn_PROS-9-1_02384,PF00353
CK_00044913,PF13148,CK_Syn_RS9907_00968,PF13148
CK_00044931, ,CK_Syn_BMK-MC-1_02365, 
CK_00044943,PF06027,CK_Syn_BIOS-E4-1_04356,PF00892
CK_00044947,PF00082,CK_Pro_MIT0701_01484,PF00082
CK_00044949,PF14319  PF04986,CK_Cya_PCC6307_02053,PF04986|PF14319
CK_00044969,PF00899,CK_Syn_BMK-MC-1_02370,PF00899
CK_00044972,PF14464,CK_Syn_BMK-MC-1_02371,PF14464
CK_00044982, ,CK_Syn_BMK-MC-1_02375, 
CK_00044984, ,CK_Syn_BMK-MC-1_02374, 
CK_00044996,PF00535  PF17784  PF00535,CK_Syn_RS9907_02214,PF00535
CK_00045014, ,CK_Syn_MVIR-18-1_00617, 
CK_00045038,PF01757,CK_Syn_M16.1_00112,PF01757
CK_00045045,PF08548  PF00353,CK_Syn_M16.1_00085,PF00353
CK_00045051,PF00535  PF10111,CK_Pro_MIT9116_00223,PF00535
CK_00045053,PF08450  PF13360  PF08450,CK_Syn_ROS8604_00814, 
CK_00045055,PF17831  PF02780,CK_Syn_PROS-7-1_00287,PF02779|PF02780
CK_00045073,PF01545  PF16916,CK_Cya_CB0205_12737,PF01545
CK_00045076,PF10544  PF04851,CK_Pro_EQPAC1_01781,PF04851|PF10544
CK_00045105,PF14099,CK_Cya_NS01_00169,PF14099
CK_00045117,PF00239  PF13408,CK_Syn_ROS8604_02949,PF00239|PF13408
CK_00045118,PF01032,CK_Pro_MIT9202_01253,PF01032
CK_00045127,PF04471  PF04471  PF01656,CK_Syn_KORDI-52_08260,PF01656|PF04471
CK_00045139,PF08449,CK_Cya_PCC7001_00915,PF00892
CK_00045155, ,CK_Syn_BMK-MC-1_02270, 
CK_00045179,PF01235,CK_Pro_SS120_01538,PF01235
CK_00045184,PF08241  PF03269,CK_Syn_BIOS-U3-1_01203,PF08242
CK_00045185,PF05693,CK_Cya_CB0101_04404,PF00534|PF13439
CK_00045190,PF18029  PF00903,CK_Syn_BMK-MC-1_01059,PF00903|PF18029
CK_00045191, ,CK_Syn_BMK-MC-1_02283, 
CK_00045194,PF00476,CK_Syn_BMK-MC-1_02425,PF00476
CK_00045198,PF12996  PF13524,CK_Syn_BMK-MC-1_00307,PF13524
CK_00045202,PF16363,CK_Syn_BMK-MC-1_00315,PF16363
CK_00045215, ,CK_Syn_WH8109_01802,PF13481
CK_00045225, ,CK_Syn_BMK-MC-1_02398, 
CK_00045236, ,CK_Syn_BMK-MC-1_00306, 
CK_00045246,PF00487,CK_Syn_SYN20_01022,PF00487
CK_00045260, ,CK_Pro_MIT9215_04621, 
CK_00045263,PF01075,CK_Syn_A15-24_00147, 
CK_00045264,PF07021,CK_Pro_NATL1A_21081,PF13489
CK_00045267, ,CK_Syn_ROS8604_00844, 
CK_00045269,PF13641  PF02709,CK_Cya_WH5701_01700,PF00535|PF02709
CK_00045270,PF04339,CK_Pro_MIT0601_01246,PF13480
CK_00045275,PF00657,CK_Syn_MITS9220_00181,PF13472
CK_00045293,PF03625  PF03625,CK_Syn_BMK-MC-1_01025,PF03625
CK_00045317, ,CK_Syn_BIOS-E4-1_00841, 
CK_00045324, ,CK_Syn_SYN20_00813,PF08707
CK_00045329, ,CK_Syn_SYN20_01652, 
CK_00045337, ,CK_Syn_SYN20_01649, 
CK_00045339, ,CK_Syn_SYN20_01650, 
CK_00045359,PF04233  PF06414  PF02037  PF02037  PF03496,CK_Syn_SYN20_01609,PF04233|PF06414|PF07498
CK_00045407,PF13476  PF13304  PF14491,CK_Cya_PCC7001_02459,PF13304
CK_00045427, ,CK_Cya_PCC7001_00028, 
CK_00045441,PF13365  PF02907,CK_Syn_ROS8604_01090,PF13365
CK_00045446,PF10145,CK_Syn_SYN20_01657,PF10145
CK_00045448, ,CK_Syn_SYN20_01661, 
CK_00045450, ,CK_Syn_SYN20_01660, 
CK_00045471, ,CK_Syn_KORDI-52_15530, 
CK_00045477, ,CK_Pro_MIT9401_00143, 
CK_00045493, ,CK_Syn_ROS8604_00465, 
CK_00045516,PF01594,CK_Cya_WH5701_14641,PF01594
CK_00045523,PF13432  PF14559  PF13371,CK_Pro_MIT0602_01898,PF00515|PF07719
CK_00045561, ,CK_Syn_WH7805_05946, 
CK_00045566,PF00551  PF02911,CK_Syn_MVIR-18-1_00209,PF00551|PF02911
CK_00045567,PF17803  PF05345  PF17892  PF05345  PF17963  PF17963  PF05345  PF05345  PF05345,CK_Pro_MIT0702_01062,PF05345
CK_00045584,PF13589  PF17942,CK_Pro_MIT9322_01950,PF13589
CK_00045594,PF13231  PF04932,CK_Syn_MITS9220_00175,PF04932
CK_00045596,PF00106  PF13561,CK_Pro_MIT9312_01351,PF13561
CK_00045601, ,CK_Syn_ROS8604_02911, 
CK_00045604,PF07963  PF00092,CK_Pro_MIT9302_01370,PF07963|PF13768
CK_00045612, ,CK_Syn_WH7805_13223, 
CK_00045613,PF08548  PF00353  PF05345,CK_Syn_WH7805_13208,PF00353|PF12951
CK_00045614,PF09458  PF09458  PF09458,CK_Syn_WH7805_13188,PF13403
CK_00045624,PF13578,CK_Syn_WH7805_13093,PF13578
CK_00045626,PF01734,CK_Syn_KORDI-52_11400,PF01734
CK_00045644,PF13641  PF02709,CK_Syn_A18-46.1_00184,PF00535
CK_00045651,PF05830,CK_Syn_WH7805_11828, 
CK_00045666,PF00533,CK_Syn_ROS8604_02218,PF00533
CK_00045668,PF09913,CK_Syn_NOUM97013_00207,PF13231
CK_00045692,PF00270  PF00271  PF09369,CK_Syn_ROS8604_01093,PF00270|PF00271
CK_00045702, ,CK_Syn_ROS8604_01080,PF13181|PF13414
CK_00045717,PF08450,CK_Syn_NOUM97013_01977,PF08450
CK_00045720, ,CK_Pro_MIT9211_14591, 
CK_00045752,PF09836,CK_Syn_PROS-7-1_01510,PF09836
CK_00045773,PF01435  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF01839  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13750  PF17936  PF13517  PF13517  PF13517  PF13517  PF13750  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF08548,CK_Syn_WH7805_10653, 
CK_00045788,PF04966,CK_Syn_WH8101_02147,PF04966
CK_00045796,PF00239  PF07508  PF13408,CK_Syn_MEDNS5_01548,PF00239
CK_00045797,PF02606,CK_Cya_NS01_02719,PF02606
CK_00045802,PF11744,CK_Syn_BMK-MC-1_02892,PF13515
CK_00045803,PF03781,CK_Cya_PCC7001_02135,PF03781
CK_00045826,PF13448,CK_Syn_WH7805_08947,PF13448
CK_00045844,PF13469,CK_Syn_WH7805_08431,PF13469
CK_00045850,PF13704,CK_Syn_WH7805_08701,PF13704
CK_00045851,PF13579  PF00534  PF13524,CK_Syn_WH7805_08696,PF13477
CK_00045853, ,CK_Syn_WH7805_08446, 
CK_00045860, ,CK_Syn_MVIR-18-1_02873, 
CK_00045881,PF00690  PF00122  PF00122  PF00702  PF08282  PF00689,CK_Syn_RS9917_00482,PF00122|PF00689|PF00690|PF00702
CK_00045887,PF13469,CK_Syn_WH7805_08201, 
CK_00045889, ,CK_Syn_WH7805_08326, 
CK_00045896,PF13360  PF03160  PF03382  PF08548  PF00353  PF00353  PF00353  PF00353  PF08548  PF00353  PF08548  PF00353  PF00353  PF00353  PF08548  PF00353  PF00353  PF08548  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF08548,CK_Pro_SB_01315,PF00353
CK_00045927, ,CK_Syn_WH7805_07231, 
CK_00045928,PF13469,CK_Syn_WH7805_07226, 
CK_00045929, ,CK_Syn_WH7805_06461, 
CK_00045933,PF04230,CK_Syn_WH7805_07236,PF04230
CK_00045940, ,CK_Syn_MINOS11_00189,PF14296
CK_00045941,PF13416,CK_Syn_BIOS-E4-1_03079,PF13416
CK_00045946,PF10101,CK_Cya_PCC7001_01225, 
CK_00045948, ,CK_Syn_PROS-9-1_00183, 
CK_00045956, ,CK_Syn_PROS-9-1_00181, 
CK_00045979,PF13328  PF04607  PF02824  PF13291,CK_Pro_SS51_01044,PF02824|PF04607|PF13291|PF13328|PF19296
CK_00045980,PF08643,CK_Syn_PROS-9-1_00178,PF00106
CK_00045996,PF13495  PF00589,CK_Syn_SYN20_00936,PF00589
CK_00046007, ,CK_Syn_PROS-U-1_02612, 
CK_00046010,PF05711  PF05711,CK_Syn_MINOS11_00199,PF13578
CK_00046012,PF04228,CK_Pro_MIT0703_01169,PF04228
CK_00046014,PF02366,CK_Cya_WH5701_05185, 
CK_00046020, ,CK_Syn_PROS-9-1_00197, 
CK_00046043,PF01408  PF02894  PF02894,CK_Syn_WH8102_00443,PF01408|PF22725
CK_00046058, ,CK_Syn_PROS-9-1_00193, 
CK_00046066,PF08241  PF03269,CK_Syn_PROS-9-1_00185,PF03269
CK_00046087, ,CK_Syn_MITS9220_00709, 
CK_00046095,PF04230,CK_Syn_PROS-9-1_00207,PF04230
CK_00046097,PF01939  PF14088,CK_Pro_MIT9116_01440,PF14088
CK_00046098,PF00676,CK_Pro_MIT9311_01088,PF00676
CK_00046101, ,CK_Syn_KORDI-52_08390, 
CK_00046102,PF00982,CK_Syn_PROS-9-1_00209,PF00534|PF13439
CK_00046104,PF00990,CK_Syn_KORDI-52_10950,PF00990
CK_00046110,PF00355  PF00355  PF11723,CK_Syn_KORDI-52_11360,PF00355|PF19112
CK_00046122,PF01653  PF03120  PF03119  PF14520  PF12826  PF00533,CK_Syn_RS9902_02863,PF00533|PF01653|PF03119|PF03120|PF12826|PF14520|PF22745
CK_00046127, ,CK_Syn_PROS-9-1_00199,PF07388
CK_00046138,PF13583  PF13946  PF08548  PF00353  PF00353,CK_Pro_MIT0703_02353,PF00353
CK_00046146,PF00145,CK_Pro_MIT9123_00573,PF00145
CK_00046156,PF00932,CK_Syn_A15-127_00762, 
CK_00046157,PF00353  PF08548  PF00353  PF08548  PF00353  PF05345  PF08548  PF00353  PF00353,CK_Syn_CC9616_00903,PF00353
CK_00046168,PF05265  PF05265  PF05265,CK_Pro_MIT9215_16941, 
CK_00046169, ,CK_Syn_KORDI-52_16440, 
CK_00046198, ,CK_Syn_WH7803_00230, 
CK_00046209,PF08245,CK_Syn_KORDI-52_19000,PF08245
CK_00046215,PF00294,CK_Pro_MIT0602_00061,PF00294
CK_00046219,PF07944,CK_Syn_KORDI-52_18960, 
CK_00046227,PF01943,CK_Syn_MITS9220_00746, 
CK_00046230, ,CK_Syn_MITS9220_00745, 
CK_00046236, ,CK_Syn_MITS9220_00749, 
CK_00046243,PF12869,CK_Pro_MIT0703_01342,PF12869
CK_00046249,PF02746  PF13378,CK_Pro_MIT0702_01412,PF13378
CK_00046262,PF00563,CK_Syn_KORDI-52_18840,PF00563
CK_00046263,PF13604  PF13086  PF13087  PF13091  PF01396,CK_Syn_A15-28_02103,PF13086|PF13087|PF13091
CK_00046291, ,CK_Syn_KORDI-52_21890, 
CK_00046293, ,CK_Pro_MIT0603_01495, 
CK_00046318,PF01545,CK_Syn_WH8109_00959,PF01545
CK_00046349, ,CK_Syn_KORDI-52_20890, 
CK_00046351, ,CK_Syn_M16.1_00873, 
CK_00046353,PF13844,CK_Syn_MVIR-18-1_00214,PF00534
CK_00046357,PF13844  PF00534  PF13524,CK_Cya_WH5701_03279,PF00534
CK_00046363,PF03567,CK_Pro_MIT0703_02369,PF03567
CK_00046367, ,CK_Pro_MIT9312_01145, 
CK_00046368,PF06048,CK_Cya_CB0101_10660,PF08273|PF19898
CK_00046383, ,CK_Syn_SYN20_01569, 
CK_00046391,PF02706  PF13807  PF06564  PF06564,CK_Syn_RS9902_01202,PF10609
CK_00046425,PF10067,CK_Syn_KORDI-52_25660, 
CK_00046445,PF01757,CK_Syn_NOUM97013_00122,PF01757
CK_00046459,PF01007,CK_Syn_WH8101_01413,PF07885|PF17655
CK_00046462,PF09037  PF09037,CK_Syn_WH7805_08381,PF09037
CK_00046471,PF13148,CK_Syn_SYN20_00818,PF13148
CK_00046477, ,CK_Pro_LG_00305, 
CK_00046514,PF05598  PF01609  PF13751,CK_Syn_RS9909_00217,PF01609|PF05598
CK_00046516,PF14938  PF13424  PF13432,CK_Cya_PCC7001_00331,PF13432
CK_00046519,PF04311,CK_Syn_NOUM97013_00106, 
CK_00046561,PF13692  PF13524  PF05045,CK_Syn_CC9616_02490,PF05045|PF13692
CK_00046568, ,CK_Syn_PROS-7-1_02718, 
CK_00046579,PF01551  PF06605  PF01551,CK_Cya_WH5701_11004,PF01551
CK_00046591,PF13191  PF12802,CK_Syn_RS9909_01169, 
CK_00046605,PF13946  PF13946,CK_Pro_MIT0801_01639,PF13946
CK_00046621,PF01266  PF01266,CK_Cya_WH5701_10839,PF01266
CK_00046632,PF14329,CK_Cya_PCC7001_50111, 
CK_00046652,PF03881,CK_Syn_A15-62_02245,PF01636
CK_00046684, ,CK_Pro_MIT0604_01880, 
CK_00046691,PF03600  PF02040,CK_Cya_WH5701_11859,PF03600
CK_00046706, ,CK_Syn_RS9902_01124, 
CK_00046707,PF13641,CK_Syn_M16.1_02095,PF00535
CK_00046716, ,CK_Cya_WH5701_11559, 
CK_00046719, ,CK_Cya_WH5701_11484, 
CK_00046754,PF04230,CK_Cya_WH5701_12748,PF04230
CK_00046758,PF13432  PF00535  PF02709,CK_Cya_WH5701_12418,PF00535
CK_00046776,PF10263,CK_Syn_BIOS-E4-1_01084,PF10263
CK_00046796, ,CK_Pro_MIT9311_01113, 
CK_00046803,PF13250  PF10544,CK_Syn_A15-44_01336,PF13250|PF13455
CK_00046827, ,CK_Syn_CC9616_02215, 
CK_00046830,PF08548  PF08548  PF00353,CK_Syn_CC9616_02214,PF00353
CK_00046839,PF01510,CK_Cya_WH5701_14076,PF01510
CK_00046866,PF00535  PF02709,CK_Cya_WH5701_14016,PF00535
CK_00046910,PF09865,CK_Cya_WH5701_15626,PF09865
CK_00046912,PF00999,CK_Cya_WH5701_15786,PF00999|PF02080|PF02254
CK_00046914,PF02254  PF02080,CK_Cya_WH5701_15781,PF02080|PF02254
CK_00046923,PF01545  PF16916,CK_Syn_WH8109_01649,PF01545|PF16916
CK_00046938,PF01149  PF06831  PF06827,CK_Pro_PAC1_00693,PF01149|PF06831
CK_00046965,PF00535  PF10111,CK_Syn_WH8103_50039,PF00535
CK_00047000, ,CK_Syn_MEDNS5_01555,PF20155
CK_00047010,PF00239  PF07508,CK_Cya_PCC7001_01027,PF00239|PF07508
CK_00047020,PF00059,CK_Pro_MIT9201_00080,PF00059|PF07963
CK_00047039, ,CK_Syn_MEDNS5_01565, 
CK_00047041,PF01457,CK_Syn_ROS8604_00427, 
CK_00047057,PF04831  PF00027  PF02517,CK_Syn_CC9616_01872,PF00027|PF02517
CK_00047091,PF12680  PF07366,CK_Syn_A15-28_02561, 
CK_00047092, ,CK_Syn_RS9907_00671, 
CK_00047114, ,CK_Syn_CC9616_00156, 
CK_00047121,PF14559  PF13429  PF13424  PF13844,CK_Pro_UH18301_01519, 
CK_00047129, ,CK_Syn_PROS-U-1_02318, 
CK_00047140,PF13469,CK_Syn_RS9909_00202,PF13469
CK_00047147, ,CK_Syn_A15-127_00875, 
CK_00047175,PF00589,CK_Syn_KORDI-52_07250,PF00589
CK_00047183, ,CK_Syn_A15-28_01248, 
CK_00047192,PF12965  PF08706  PF01057,CK_Syn_A18-46.1_01298,PF08706|PF19263
CK_00047193,PF13365  PF03704  PF14559,CK_Pro_MIT9107_01608,PF13365
CK_00047195,PF13292  PF02779  PF02779  PF02780,CK_Syn_MVIR-18-1_01517,PF02779|PF02780|PF13292
CK_00047213, ,CK_Syn_ROS8604_00220, 
CK_00047214,PF13946  PF08548  PF00353  PF00353,CK_Syn_WH8102_02409,PF00353
CK_00047217, ,CK_Pro_MIT9515_13301, 
CK_00047220,PF03291,CK_Pro_MIT0604_01470,PF05724
CK_00047228,PF02366,CK_Pro_MED4_01255, 
CK_00047272, ,CK_Syn_A15-44_00902, 
CK_00047280,PF07021,CK_Pro_MIT9301_14431,PF13489
CK_00047297,PF07483  PF07483  PF00028  PF17936  PF07483  PF07602  PF13229  PF13229  PF16380  PF03781  PF05345,CK_Syn_KORDI-100_13260,PF03781|PF05345
CK_00047302,PF00294  PF01467  PF01467,CK_Pro_MIT9401_00140,PF00294|PF01467
CK_00047307,PF01637  PF01978  PF03008,CK_Syn_A15-44_02491,PF03008
CK_00047311,PF12146  PF08386,CK_Syn_RS9917_00717,PF00561
CK_00047330, ,CK_Pro_MIT9301_07091, 
CK_00047371, ,CK_Pro_MIT0604_01702, 
CK_00047374,PF08548  PF00353  PF00353,CK_Syn_PROS-7-1_00126,PF00353
CK_00047401,PF00999,CK_Cya_NS01_00137,PF00999
CK_00047416,PF03160  PF07483  PF07483  PF07483,CK_Syn_WH7803_00018, 
CK_00047429,PF01531,CK_Pro_MIT9314_01869,PF01531
CK_00047437,PF07705,CK_Syn_WH7803_01144,PF07705
CK_00047438,PF01370  PF16363,CK_Cya_WH5701_14271,PF01370
CK_00047446, ,CK_Syn_WH8102_02295, 
CK_00047454, ,CK_Syn_KORDI-49_14730, 
CK_00047462, ,CK_Syn_ROS8604_01102, 
CK_00047482,PF07859,CK_Syn_ROS8604_02913,PF20434
CK_00047495,PF13449  PF13449  PF05787,CK_Syn_WH7805_13853,PF13449
CK_00047510,PF04577,CK_Cya_NS01_00656,PF04577
CK_00047574, ,CK_Pro_MIT9211_15311,PF00589
CK_00047611,PF14390,CK_Pro_MIT9321_00927, 
CK_00047622,PF04187  PF02163  PF13180,CK_Cya_PCC6307_02589,PF04187|PF13180
CK_00047626,PF00535,CK_Pro_MIT9116_00980,PF00535
CK_00047640,PF06745,CK_Cya_PCC7001_02683,PF13481
CK_00047649,PF00176  PF00271  PF14619,CK_Syn_BMK-MC-1_02399,PF00270|PF00271
CK_00047650, ,CK_Pro_MIT9322_01104, 
CK_00047655,PF13011  PF13565  PF00665,CK_Syn_A15-44_00655,PF13011|PF13683
CK_00047662, ,CK_Syn_PROS-9-1_02406, 
CK_00047666,PF04321,CK_Syn_RS9917_04670,PF04321
CK_00047669,PF13469,CK_Syn_ROS8604_02919,PF13469
CK_00047673,PF04506,CK_Syn_MINOS11_00186, 
CK_00047677, ,CK_Syn_KORDI-49_08640, 
CK_00047685,PF00529  PF16576,CK_Syn_KORDI-49_00800,PF13437|PF13533
CK_00047692, ,CK_Syn_WH8016_01120, 
CK_00047711,PF12680  PF00743,CK_Syn_ROS8604_01944,PF13738
CK_00047791,PF13692  PF13524,CK_Cya_WH5701_16143, 
CK_00047800, ,CK_Cya_WH5701_16148, 
CK_00047802,PF00534,CK_Cya_WH5701_16147,PF00534
CK_00047827,PF00589,CK_Syn_RS9916_37772,PF00589
CK_00047857,PF13588,CK_Cya_WH5701_16136,PF13588
CK_00047859,PF01757,CK_Cya_WH5701_16130,PF01757
CK_00047861,PF00852,CK_Cya_WH5701_16141,PF00852
CK_00047863, ,CK_Cya_WH5701_16140, 
CK_00047869,PF02086  PF01555,CK_Cya_WH5701_16128,PF01555
CK_00047899,PF00860,CK_Syn_WH7803_00916,PF00860
CK_00047922,PF13432  PF13414,CK_Syn_WH7803_00910, 
CK_00047928, ,CK_Syn_BIOS-U3-1_00898,PF00353
CK_00047936, ,CK_Syn_CC9616_01585, 
CK_00047938, ,CK_Syn_CC9616_01588, 
CK_00047946, ,CK_Syn_WH7803_00788, 
CK_00047965,PF08007,CK_Syn_WH7803_00559,PF08007
CK_00047973,PF07690,CK_Syn_WH7803_00787,PF07690
CK_00047975,PF13432  PF05185,CK_Pro_MIT0702_00044,PF06325|PF13181
CK_00048015,PF08795,CK_Syn_WH7803_00096,PF08795
CK_00048017,PF09836,CK_Syn_WH7803_00066,PF09836
CK_00048032, ,CK_Syn_A18-46.1_01950, 
CK_00048038, ,CK_Pro_MIT0801_01324,PF00059|PF07963
CK_00048094, ,CK_Syn_RS9916_38682, 
CK_00048101,PF03567  PF13432  PF13432  PF13432  PF13424  PF13844,CK_Syn_MINOS11_00714, 
CK_00048116,PF00528,CK_Syn_KORDI-52_11530,PF00528
CK_00048133,PF05693,CK_Syn_MEDNS5_00723, 
CK_00048136,PF02321  PF02321,CK_Syn_MEDNS5_00736,PF02321
CK_00048138, ,CK_Syn_KORDI-52_26730, 
CK_00048139,PF02585,CK_Syn_MEDNS5_00724, 
CK_00048140, ,CK_Syn_MEDNS5_00732,PF05721
CK_00048141,PF17784,CK_Cya_PCC7001_01601,PF17784
CK_00048145,PF01593,CK_Pro_PAC1_01653,PF01593
CK_00048151,PF03976,CK_Syn_PROS-7-1_01663,PF03976
CK_00048153,PF16576  PF00529  PF16576,CK_Syn_KORDI-52_23780,PF16576
CK_00048198,PF14023,CK_Syn_WH8016_02050, 
CK_00048203,PF02563  PF10531  PF10531  PF06251,CK_Syn_RS9915_00493,PF02563|PF10531
CK_00048207, ,CK_Syn_WH7803_01025, 
CK_00048211,PF12727,CK_Syn_WH7803_01024, 
CK_00048235, ,CK_Cya_PCC6307_01385, 
CK_00048253,PF13575,CK_Syn_MEDNS5_02170, 
CK_00048255,PF02624,CK_Syn_MEDNS5_02173,PF02624
CK_00048256,PF01565,CK_Syn_MEDNS5_02174, 
CK_00048294, ,CK_Syn_SYN20_00711, 
CK_00048295,PF08548,CK_Syn_CC9616_01366,PF00353
CK_00048321,PF13621,CK_Syn_MEDNS5_02184,PF13621
CK_00048335, ,CK_Syn_MEDNS5_02177, 
CK_00048336, ,CK_Syn_MEDNS5_02176,PF17784
CK_00048337, ,CK_Syn_MEDNS5_02175, 
CK_00048344,PF14338  PF14338  PF04471,CK_Syn_RS9907_01975,PF04471|PF14338
CK_00048345, ,CK_Pro_MIT9314_01860, 
CK_00048347, ,CK_Syn_MVIR-18-1_02969,PF13416
CK_00048350, ,CK_Syn_PROS-U-1_01121, 
CK_00048364,PF01738,CK_Syn_BIOS-E4-1_01449,PF01738
CK_00048375,PF13276  PF00665  PF13683  PF13333,CK_Cya_PCC6307_50043,PF00665|PF01527|PF13276
CK_00048376,PF02348  PF02348,CK_Syn_BOUM118_00188,PF02348
CK_00048377,PF01402  PF00226,CK_Syn_BIOS-E4-1_01423, 
CK_00048387,PF16793,CK_Syn_KORDI-100_25610, 
CK_00048391,PF04055  PF13186,CK_Pro_MIT9303_01021,PF04055|PF13186
CK_00048392,PF09976  PF13512,CK_Syn_A15-62_00228, 
CK_00048403,PF00535  PF10111,CK_Pro_MIT9321_01842,PF00535
CK_00048418, ,CK_Pro_MIT0703_00069, 
CK_00048427,PF07732  PF00394  PF07731  PF16640  PF01839,CK_Syn_A15-24_02123,PF01839|PF07732
CK_00048430, ,CK_Syn_BIOS-E4-1_00314, 
CK_00048448,PF00490,CK_Pro_HNLC2_01254,PF00490
CK_00048451,PF15140,CK_Pro_SS120_14861,PF13413
CK_00048470,PF07690,CK_Syn_WH7803_01305,PF07690
CK_00048474,PF14236,CK_Syn_A15-44_03039,PF14236
CK_00048476,PF04313  PF18766  PF18766  PF00271  PF11867,CK_Syn_RS9907_00816,PF04313|PF11867|PF18766|PF22679
CK_00048480,PF13561,CK_Pro_MIT9312_01350,PF13561
CK_00048511, ,CK_Pro_LG_00608,PF00149
CK_00048513,PF09721,CK_Pro_SB_01729,PF09721
CK_00048517,PF04909,CK_Pro_MIT0701_00867,PF04909
CK_00048531,PF13469,CK_Syn_ROS8604_00236, 
CK_00048547, ,CK_Syn_MEDNS5_00204, 
CK_00048551,PF00449  PF07969  PF01979,CK_Syn_WH8101_02148,PF01979
CK_00048552,PF02310  PF04055  PF13282,CK_Pro_MIT9116_00251,PF02310|PF04055
CK_00048554,PF18741,CK_Cya_NS01_02896, 
CK_00048563,PF00982,CK_Syn_WH7805_08496,PF00534
CK_00048566,PF04724,CK_Pro_MIT9116_00216,PF04724
CK_00048572, ,CK_Syn_MEDNS5_01804, 
CK_00048579, ,CK_Syn_MEDNS5_01806, 
CK_00048588,PF00924  PF04831  PF00027,CK_Cya_NS01_02036,PF00027|PF00924|PF21082
CK_00048598,PF18406,CK_Syn_RS9907_00832,PF18406
CK_00048606,PF00676,CK_Pro_MIT0603_01520,PF00676
CK_00048609, ,CK_Syn_BIOS-U3-1_01402, 
CK_00048615, ,CK_Syn_A15-60_02415, 
CK_00048634,PF12869,CK_Syn_KORDI-52_17640,PF12869
CK_00048679,PF07082,CK_Cya_PCC6307_01948,PF07082
CK_00048680, ,CK_Syn_KORDI-100_01330, 
CK_00048689,PF04672,CK_Syn_CC9616_01871,PF04072
CK_00048691,PF13444  PF13673  PF04831  PF00027,CK_Syn_CC9616_01869,PF00027|PF21926
CK_00048707,PF13495  PF13495  PF00589,CK_Cya_PCC6307_02054,PF00589|PF13495
CK_00048709,PF14606,CK_Pro_MIT9215_04241, 
CK_00048735,PF13380  PF13607  PF00549  PF00549  PF13549  PF13302,CK_Cya_PCC6307_00831,PF13302|PF13380|PF13549|PF13607|PF19045
CK_00048739,PF00795,CK_Syn_RCC307_01498,PF00795
CK_00048741, ,CK_Cya_PCC7001_01888,PF13306
CK_00048755,PF01420  PF01420  PF01420,CK_Pro_LG_00037,PF01420
CK_00048757,PF04055  PF13186,CK_Pro_MIT9303_01061,PF04055|PF13186
CK_00048768,PF00294,CK_Syn_BIOS-E4-1_01343,PF00294
CK_00048796,PF06379,CK_Syn_BIOS-E4-1_01344,PF07168|PF07857
CK_00048809, ,CK_Cya_NS01_00711, 
CK_00048813,PF00685  PF00005,CK_Syn_BMK-MC-1_00248,PF00005
CK_00048815,PF08548  PF13946,CK_Pro_NATL2A_00740,PF13946
CK_00048823,PF01494  PF04820,CK_Pro_MIT0703_00784,PF04820
CK_00048903,PF16548,CK_Pro_UH18301_00034, 
CK_00048918,PF00483  PF12804,CK_Cya_NS01_02098,PF00483
